symbol,oi,coi,pcoi,up_del,dn_del,deliverypct,l_range,h_range,pdh,ltp,pdl,cpr,pchng,open,buyabove,sellbelow,reali,sector,del_gthan_average,sellrslt,buyrslt,high,low,diff,lot
TORNTPHARM,281500.00,-23500.00,-8,,,36.23,1644.03,2256.27,1996.05,2096.90,1760.05,48.07,7.04,1979.00,1993.60,1964.40,55700.00,PHARMACEUTICALS,,14.40,111.40,2105.00,1950.00,20.94,500.00
